Soil_Moisture,Temperature,Humidity,pH,Light,Rain_digital,Rain_analog,crop_type,action
482,21.83,39.6,7.2,510,913,738,wheat,Fertilize
532,22.47,51.64,6.66,722,796,442,wheat,Fertilize
730,25.31,42.3,7.67,602,734,670,maize,Fertilize
622,26.77,48.25,6.38,629,684,683,rice,Fertilize
623,22.82,60.81,6.6,818,930,640,rice,Fertilize
615,21.71,51.54,6.1,645,824,527,maize,Fertilize
744,29.82,64.91,6.54,461,841,612,maize,Fertilize
617,24.61,59.64,6.02,702,910,709,maize,Fertilize
507,26.37,49.9,6.39,398,803,440,maize,Fertilize
566,24.06,67.67,6.71,511,977,813,rice,Fertilize
618,29.37,48.69,7.19,416,966,695,wheat,Fertilize
735,24.0,42.89,7.15,806,901,486,wheat,Fertilize
591,26.41,45.78,6.6,457,687,578,rice,Fertilize
507,24.54,63.74,7.14,660,951,675,wheat,Fertilize
570,30.65,52.34,6.74,571,1009,670,rice,Fertilize
572,19.42,55.11,6.79,742,758,674,wheat,Fertilize
593,20.41,64.49,6.66,539,667,592,rice,Fertilize
630,29.25,65.48,6.58,798,944,635,wheat,Fertilize
607,27.05,62.61,7.15,730,786,411,maize,Fertilize
700,25.46,56.82,6.11,433,782,610,maize,Fertilize
547,28.17,57.88,6.11,522,766,690,wheat,Fertilize
679,27.69,47.05,6.52,561,722,757,rice,Fertilize
641,20.99,54.28,6.53,396,770,715,wheat,Fertilize
676,26.62,66.31,7.0,650,1023,420,wheat,Fertilize
686,30.79,57.68,6.26,750,946,566,maize,Fertilize
558,29.33,57.56,6.76,514,751,387,rice,Fertilize
757,20.99,49.03,5.86,751,848,596,maize,Fertilize
754,22.62,48.85,6.4,495,924,774,wheat,Fertilize
539,20.72,65.57,6.43,548,897,722,maize,Fertilize
490,24.17,63.82,7.56,436,1004,450,rice,Fertilize
661,30.12,40.77,6.11,453,810,462,wheat,Fertilize
600,21.98,57.42,7.52,553,898,548,wheat,Fertilize
494,24.88,55.52,7.72,532,987,428,maize,Fertilize
560,25.88,60.15,6.79,462,901,514,rice,Fertilize
541,26.27,43.95,6.9,456,659,493,rice,Fertilize
633,20.68,44.93,6.86,415,775,681,rice,Fertilize
683,19.71,41.71,7.16,571,839,507,rice,Fertilize
634,26.85,54.6,6.33,553,1023,640,rice,Fertilize
715,23.26,48.9,7.37,587,889,636,wheat,Fertilize
683,28.7,68.83,7.25,451,935,419,wheat,Fertilize
597,23.73,53.74,6.49,488,835,782,rice,Fertilize
460,26.56,49.14,6.71,737,812,767,rice,Fertilize
538,25.86,57.65,7.53,571,868,572,wheat,Fertilize
597,24.03,66.99,6.51,668,695,667,wheat,Fertilize
525,28.36,60.82,6.16,631,959,537,rice,Fertilize
576,30.05,64.0,6.58,618,940,386,rice,Fertilize
688,26.36,50.57,6.36,608,839,593,wheat,Fertilize
702,27.36,55.01,6.8,733,918,620,maize,Fertilize
805,27.63,51.58,6.27,776,922,455,maize,Fertilize
736,23.21,48.55,7.74,794,734,437,maize,Fertilize
703,27.81,69.87,6.42,420,707,599,wheat,Fertilize
639,21.65,43.13,6.23,547,1023,659,wheat,Fertilize
725,25.6,45.1,7.55,448,715,589,wheat,Fertilize
650,27.98,59.97,7.21,581,785,589,maize,Fertilize
538,26.24,50.17,6.01,601,880,712,rice,Fertilize
639,22.28,56.19,6.78,569,775,462,wheat,Fertilize
539,24.82,63.13,6.37,518,760,730,wheat,Fertilize
616,24.74,63.11,6.77,719,859,610,wheat,Fertilize
538,23.74,58.65,6.36,732,917,716,maize,Fertilize
580,20.61,39.74,6.64,723,1023,606,rice,Fertilize
727,26.49,61.31,6.63,527,821,587,maize,Fertilize
690,20.21,59.69,5.88,616,767,406,maize,Fertilize
674,21.47,56.84,7.18,473,831,437,maize,Fertilize
725,25.52,45.66,7.41,424,988,630,wheat,Fertilize
721,19.66,60.72,6.79,639,845,550,maize,Fertilize
746,26.44,42.84,7.21,602,704,529,rice,Fertilize
760,30.13,68.49,6.85,388,845,566,rice,Fertilize
648,20.26,47.44,6.12,783,773,662,rice,Fertilize
649,25.8,51.13,7.19,613,883,454,rice,Fertilize
618,26.54,58.28,7.36,765,876,601,maize,Fertilize
505,23.4,58.76,7.25,779,768,768,rice,Fertilize
652,21.74,53.08,6.78,675,767,414,rice,Fertilize
660,26.62,61.16,6.07,529,872,707,maize,Fertilize
668,21.18,56.07,7.29,533,862,602,maize,Fertilize
545,24.9,48.21,7.36,585,885,500,wheat,Fertilize
681,28.92,41.81,6.58,525,973,403,maize,Fertilize
798,28.23,69.51,7.48,452,801,400,maize,Fertilize
701,23.24,41.4,7.44,736,964,518,wheat,Fertilize
474,20.97,49.74,6.61,485,1001,411,wheat,Fertilize
604,27.72,69.34,5.89,747,755,754,maize,Fertilize
747,28.9,55.95,7.54,489,709,644,wheat,Fertilize
736,27.17,68.43,6.56,438,1023,448,rice,Fertilize
700,19.74,49.82,6.4,758,924,550,maize,Fertilize
566,22.35,60.85,6.28,406,887,576,wheat,Fertilize
594,20.97,45.98,6.79,401,887,788,wheat,Fertilize
671,26.93,59.65,6.25,621,1023,638,wheat,Fertilize
670,24.34,64.39,6.44,629,802,544,wheat,Fertilize
704,22.94,40.21,7.74,681,784,565,maize,Fertilize
674,26.33,61.84,6.95,634,946,718,wheat,Fertilize
606,28.61,58.78,6.69,471,731,442,wheat,Fertilize
585,22.92,65.42,6.77,536,753,616,wheat,Fertilize
690,21.94,59.07,6.07,467,753,396,rice,Fertilize
645,21.68,69.26,6.39,548,1023,799,rice,Fertilize
643,29.08,56.95,7.48,819,857,524,maize,Fertilize
687,24.16,66.5,7.22,583,787,549,maize,Fertilize
615,22.79,46.68,6.49,660,677,391,rice,Fertilize
703,21.24,54.07,7.17,620,962,649,rice,Fertilize
592,21.78,40.17,6.3,493,810,706,wheat,Fertilize
542,29.03,38.49,7.04,531,873,551,wheat,Fertilize
537,25.66,67.54,7.25,544,736,647,rice,Fertilize
679,26.16,56.65,6.25,686,924,725,maize,Fertilize
602,26.1,60.29,6.42,476,794,573,rice,Fertilize
534,22.94,68.32,6.96,560,1023,554,maize,Fertilize
589,25.47,58.96,6.94,582,1023,462,rice,Fertilize
627,21.3,55.41,6.73,400,918,659,wheat,Fertilize
628,22.9,51.47,7.08,735,1023,468,maize,Fertilize
691,25.63,38.77,6.36,465,924,573,wheat,Fertilize
770,22.53,47.12,6.54,629,1014,600,rice,Fertilize
538,25.97,68.32,6.67,638,719,751,maize,Fertilize
800,20.45,57.41,6.18,480,657,540,maize,Fertilize
690,20.77,60.45,7.5,764,775,456,maize,Fertilize
689,24.61,68.74,7.4,563,894,520,wheat,Fertilize
525,27.52,58.96,6.52,520,909,649,rice,Fertilize
682,26.16,64.61,6.46,508,706,755,wheat,Fertilize
693,25.52,55.39,7.05,691,692,762,maize,Fertilize
491,29.43,66.98,6.23,808,772,701,wheat,Fertilize
729,26.39,66.56,6.93,606,882,545,maize,Fertilize
565,19.89,53.89,6.37,582,917,672,wheat,Fertilize
557,27.62,49.93,6.99,423,768,400,rice,Fertilize
645,29.4,56.62,7.51,533,1004,769,wheat,Fertilize
652,26.5,49.2,7.11,726,1023,515,wheat,Fertilize
696,24.46,66.78,6.42,693,934,483,wheat,Fertilize
613,25.75,65.71,6.01,448,938,429,wheat,Fertilize
574,22.45,67.25,6.24,686,900,736,rice,Fertilize
527,26.44,47.18,6.74,705,688,528,maize,Fertilize
576,26.94,43.1,6.43,479,1023,584,maize,Fertilize
641,29.29,40.83,6.65,532,923,644,maize,Fertilize
521,22.64,57.83,6.49,454,863,766,rice,Fertilize
524,25.02,45.22,6.08,449,921,462,rice,Fertilize
577,29.26,45.47,7.57,460,873,638,wheat,Fertilize
610,28.02,42.69,7.64,436,708,660,rice,Fertilize
652,20.97,54.26,6.69,704,887,541,maize,Fertilize
524,19.49,71.37,6.72,762,955,513,rice,Fertilize
662,26.36,50.86,6.23,754,908,528,maize,Fertilize
665,24.28,54.46,6.63,610,743,484,rice,Fertilize
545,28.15,49.19,6.66,578,969,432,rice,Fertilize
582,20.69,55.08,6.16,536,897,734,maize,Fertilize
648,20.84,60.87,6.72,605,713,586,maize,Fertilize
519,27.1,60.25,7.03,452,785,446,rice,Fertilize
503,21.38,42.19,7.19,669,805,532,rice,Fertilize
510,21.91,38.97,6.37,568,816,405,wheat,Fertilize
515,25.86,63.62,5.98,815,734,524,maize,Fertilize
627,25.87,63.83,6.56,727,802,762,wheat,Fertilize
659,28.85,62.05,6.66,673,964,510,rice,Fertilize
607,22.48,67.89,6.39,711,773,589,maize,Fertilize
722,21.75,47.9,6.06,708,923,620,rice,Fertilize
681,25.27,49.79,6.51,753,858,693,maize,Fertilize
747,27.19,44.95,6.55,561,857,440,rice,Fertilize
666,21.39,56.12,6.94,657,901,584,wheat,Fertilize
668,20.62,51.63,6.26,477,750,513,wheat,Fertilize
648,27.16,43.74,6.69,768,891,474,wheat,Fertilize
572,22.85,54.81,6.66,828,808,436,maize,Fertilize
487,20.28,45.43,6.14,401,909,673,maize,Fertilize
565,21.29,62.07,7.21,449,952,635,maize,Fertilize
769,28.07,62.99,6.13,521,696,550,wheat,Fertilize
641,29.87,56.98,6.72,631,846,634,maize,Fertilize
626,23.26,56.2,6.89,703,734,504,rice,Fertilize
616,27.14,65.26,7.31,489,1023,671,maize,Fertilize
662,20.93,52.18,6.38,447,923,608,wheat,Fertilize
461,22.36,67.15,6.11,630,1023,485,wheat,Fertilize
588,21.16,47.83,6.13,579,916,471,rice,Fertilize
635,27.99,52.36,6.83,514,883,435,maize,Fertilize
522,23.34,57.18,7.04,686,1023,682,maize,Fertilize
597,23.38,46.87,6.97,572,818,455,rice,Fertilize
676,24.28,64.61,7.05,618,859,654,rice,Fertilize
485,29.88,49.78,5.93,478,891,515,wheat,Fertilize
606,22.09,50.02,7.67,634,772,594,maize,Fertilize
691,28.94,70.97,6.76,712,804,740,rice,Fertilize
563,22.0,57.7,6.8,421,917,493,maize,Fertilize
494,27.5,48.92,6.83,535,909,543,rice,Fertilize
542,21.26,64.11,6.07,531,976,650,wheat,Fertilize
608,26.82,68.6,6.6,517,832,628,rice,Fertilize
714,28.4,45.72,7.28,505,853,540,rice,Fertilize
662,25.28,41.66,6.26,791,822,532,rice,Fertilize
514,28.22,62.91,6.83,634,847,695,rice,Fertilize
747,28.01,42.0,7.03,750,862,556,rice,Fertilize
655,22.43,53.59,6.45,611,874,617,maize,Fertilize
740,21.55,67.51,7.21,755,910,465,wheat,Fertilize
570,20.31,49.14,5.86,565,886,492,wheat,Fertilize
596,27.89,51.55,7.73,751,1023,542,rice,Fertilize
656,24.3,56.81,6.09,613,798,669,rice,Fertilize
657,23.44,56.41,6.73,589,746,686,maize,Fertilize
582,25.58,69.49,6.81,500,915,490,rice,Fertilize
719,29.09,55.24,6.42,440,936,455,rice,Fertilize
547,26.17,41.99,6.29,684,937,687,maize,Fertilize
774,23.67,44.14,7.61,651,1023,669,rice,Fertilize
667,23.31,53.84,7.73,772,992,681,maize,Fertilize
722,27.42,50.04,6.48,520,768,521,wheat,Fertilize
772,22.36,47.83,7.11,743,738,417,rice,Fertilize
602,20.8,48.37,6.26,646,853,718,wheat,Fertilize
651,25.55,59.99,6.23,740,814,647,rice,Fertilize
565,20.22,68.6,6.34,484,871,552,rice,Fertilize
594,22.52,44.49,6.5,762,813,509,rice,Fertilize
601,29.6,62.22,6.97,580,780,390,wheat,Fertilize
582,21.26,66.92,6.57,727,1023,551,rice,Fertilize
786,22.63,65.36,7.4,597,822,486,maize,Fertilize
713,22.79,62.34,6.68,557,1023,788,wheat,Fertilize
495,21.45,56.28,6.44,680,736,464,maize,Fertilize
613,22.74,54.56,6.25,534,743,653,maize,Fertilize
624,19.99,64.06,7.14,556,715,417,rice,Fertilize
523,24.1,49.82,6.59,753,959,737,rice,Fertilize
774,22.52,62.78,6.29,756,1023,686,wheat,Fertilize
597,24.37,49.83,6.0,868,756,690,wheat,Fertilize
585,28.9,41.17,7.45,527,888,432,maize,Fertilize
747,26.16,49.36,5.91,395,714,479,rice,Fertilize
591,21.23,63.94,6.29,559,909,507,maize,Fertilize
525,28.29,40.28,7.75,723,815,443,rice,Fertilize
596,19.92,60.96,6.67,438,884,521,maize,Fertilize
528,27.51,64.16,6.8,533,829,421,rice,Fertilize
803,26.43,58.89,7.18,688,757,407,wheat,Fertilize
707,25.66,43.25,7.36,667,795,673,wheat,Fertilize
753,28.9,58.79,6.33,652,771,522,rice,Fertilize
686,30.94,66.99,6.33,719,1023,771,maize,Fertilize
675,28.15,68.09,6.77,596,842,640,wheat,Fertilize
522,25.41,52.99,6.3,453,1023,441,rice,Fertilize
706,22.4,51.86,7.2,671,988,597,rice,Fertilize
600,26.11,46.76,6.58,656,852,722,maize,Fertilize
646,25.42,59.08,6.84,816,1006,566,rice,Fertilize
752,23.56,49.33,7.59,409,817,680,wheat,Fertilize
598,25.26,42.03,6.99,739,840,600,wheat,Fertilize
689,22.43,51.91,7.23,748,840,623,maize,Fertilize
528,26.89,69.06,5.87,530,819,547,maize,Fertilize
553,21.46,58.17,6.4,615,970,497,wheat,Fertilize
659,28.01,68.62,6.92,588,694,522,maize,Fertilize
631,28.67,63.51,6.49,571,945,618,wheat,Fertilize
574,26.61,52.28,6.59,653,750,532,rice,Fertilize
492,29.37,52.84,6.63,511,978,542,maize,Fertilize
489,19.43,53.77,7.61,847,868,499,wheat,Fertilize
625,23.88,53.31,6.87,733,688,534,maize,Fertilize
568,28.94,45.0,5.86,677,877,760,rice,Fertilize
618,23.21,52.38,6.4,753,792,724,wheat,Fertilize
625,28.7,49.89,7.35,740,737,661,wheat,Fertilize
781,28.48,62.9,7.04,648,887,652,wheat,Fertilize
539,24.4,64.86,6.68,389,785,456,rice,Fertilize
681,20.26,59.58,6.78,440,770,555,wheat,Fertilize
524,28.05,41.0,6.93,592,902,619,maize,Fertilize
540,27.97,53.47,5.87,728,845,429,wheat,Fertilize
752,27.5,55.84,6.64,588,896,764,rice,Fertilize
675,27.56,52.72,6.93,603,942,409,maize,Fertilize
691,25.87,56.08,6.68,592,805,504,rice,Fertilize
726,27.03,63.44,7.33,616,756,628,maize,Fertilize
663,29.2,62.85,6.91,511,867,715,maize,Fertilize
628,30.41,56.72,6.22,430,797,611,rice,Fertilize
733,30.09,51.66,7.13,479,847,633,rice,Fertilize
780,26.67,43.44,5.89,427,931,685,rice,Fertilize
619,30.2,65.17,7.0,645,875,610,rice,Fertilize
627,21.14,61.5,6.41,430,923,667,wheat,Fertilize
576,24.84,62.03,6.67,584,947,625,rice,Fertilize
458,27.67,62.8,6.84,700,974,616,maize,Fertilize
530,20.64,44.15,6.54,579,771,673,wheat,Fertilize
534,25.04,40.4,7.52,664,717,400,rice,Fertilize
567,21.18,57.52,6.18,669,779,496,wheat,Fertilize
639,27.67,42.36,6.41,619,1016,403,maize,Fertilize
654,21.45,52.42,6.58,453,965,423,maize,Fertilize
580,26.73,45.73,6.66,831,713,517,maize,Fertilize
576,20.11,49.17,6.72,684,934,693,wheat,Fertilize
685,20.98,56.5,6.85,644,1001,535,wheat,Fertilize
677,20.94,56.96,7.11,767,829,487,rice,Fertilize
639,22.76,48.79,6.63,650,846,453,rice,Fertilize
611,21.58,55.87,7.71,845,773,671,rice,Fertilize
759,19.45,40.7,6.36,743,827,507,maize,Fertilize
622,26.11,56.96,7.22,470,915,755,rice,Fertilize
596,22.37,50.28,6.96,767,965,448,wheat,Fertilize
568,28.96,68.83,6.47,700,942,375,rice,Fertilize
622,26.6,50.21,7.03,611,931,538,maize,Fertilize
551,22.93,46.69,6.37,539,903,690,rice,Fertilize
537,26.61,48.59,7.62,448,857,553,maize,Fertilize
722,24.43,63.16,7.13,588,836,539,maize,Fertilize
766,28.55,69.57,6.36,595,834,546,maize,Fertilize
632,27.03,39.71,6.82,519,885,409,rice,Fertilize
681,28.37,53.38,6.07,395,734,580,wheat,Fertilize
781,21.8,44.04,7.17,519,832,619,rice,Fertilize
707,26.41,55.82,7.08,505,682,787,maize,Fertilize
543,22.89,64.39,6.16,616,1010,663,rice,Fertilize
543,28.17,49.5,6.26,379,960,674,rice,Fertilize
699,24.81,46.72,6.35,500,819,541,rice,Fertilize
692,28.39,47.6,6.6,447,879,523,maize,Fertilize
673,21.44,51.06,6.88,756,697,709,maize,Fertilize
599,27.46,42.85,6.95,505,845,672,rice,Fertilize
526,27.45,43.06,6.48,758,714,786,rice,Fertilize
544,28.31,42.32,7.22,423,1023,664,rice,Fertilize
632,27.43,62.38,6.23,671,803,414,wheat,Fertilize
514,20.54,51.82,6.4,585,1002,490,maize,Fertilize
502,24.93,54.08,7.35,729,1023,590,wheat,Fertilize
624,27.52,48.0,6.81,610,744,474,maize,Fertilize
578,23.56,67.85,7.15,688,1023,789,rice,Fertilize
756,27.86,65.91,6.26,539,988,478,wheat,Fertilize
614,27.42,61.91,6.32,665,879,695,rice,Fertilize
573,29.47,64.69,6.58,860,1007,599,wheat,Fertilize
670,26.46,68.02,6.57,549,906,486,rice,Fertilize
501,30.3,55.72,6.82,515,778,391,maize,Fertilize
678,22.01,54.49,7.01,675,852,551,rice,Fertilize
751,25.62,56.65,7.08,493,873,447,maize,Fertilize
616,28.41,61.92,6.61,588,893,600,rice,Fertilize
729,25.03,39.42,6.96,712,894,702,rice,Fertilize
647,29.04,62.68,6.1,617,1023,564,maize,Fertilize
674,23.8,47.29,6.24,451,1023,562,maize,Fertilize
607,22.78,61.37,7.15,706,841,605,wheat,Fertilize
543,28.68,66.33,6.27,421,898,443,rice,Fertilize
562,26.96,61.23,6.48,839,754,619,wheat,Fertilize
636,19.81,69.34,5.95,761,861,540,wheat,Fertilize
641,27.38,40.95,7.57,532,835,471,maize,Fertilize
674,25.75,58.34,6.31,742,789,693,maize,Fertilize
562,28.04,54.93,6.55,471,803,674,rice,Fertilize
542,27.3,51.05,7.36,667,889,548,wheat,Fertilize
540,28.53,64.63,6.64,503,803,747,rice,Fertilize
661,22.75,66.44,6.64,453,804,712,wheat,Fertilize
716,20.31,44.52,7.05,681,924,468,maize,Fertilize
808,19.64,56.46,6.77,658,758,459,rice,Fertilize
527,27.57,64.08,6.62,632,747,677,wheat,Fertilize
567,25.05,63.96,6.27,383,987,490,maize,Fertilize
603,25.29,46.74,6.89,596,937,733,wheat,Fertilize
556,26.68,43.89,7.17,527,1023,487,rice,Fertilize
548,21.35,40.26,6.06,574,846,505,maize,Fertilize
699,24.06,65.83,6.8,486,824,474,wheat,Fertilize
597,21.65,47.86,6.35,473,805,774,wheat,Fertilize
679,21.14,51.93,6.11,681,1023,496,rice,Fertilize
548,19.45,69.02,5.79,508,664,383,rice,Fertilize
578,26.42,57.76,6.79,755,685,642,rice,Fertilize
637,23.43,47.4,6.26,644,1023,662,maize,Fertilize
614,24.64,62.34,6.1,644,1017,684,maize,Fertilize
724,29.04,45.63,6.12,654,1023,578,rice,Fertilize
651,27.1,53.11,7.79,680,924,420,maize,Fertilize
578,30.81,47.17,6.83,672,926,665,wheat,Fertilize
677,28.71,63.39,7.72,629,901,487,rice,Fertilize
619,23.12,47.65,7.35,678,1010,499,maize,Fertilize
507,21.92,55.47,6.38,514,834,518,maize,Fertilize
778,27.19,67.32,7.05,833,1023,418,rice,Fertilize
521,26.12,40.47,6.38,592,876,587,rice,Fertilize
587,21.78,64.98,6.31,803,761,603,maize,Fertilize
709,30.93,64.49,7.22,641,760,569,maize,Fertilize
641,20.44,56.52,6.08,415,1023,571,rice,Fertilize
730,22.63,70.63,6.2,665,1023,591,maize,Fertilize
495,27.96,54.23,6.98,476,953,607,wheat,Fertilize
698,22.36,65.85,7.74,866,1004,560,maize,Fertilize
613,27.2,45.22,6.48,615,751,517,wheat,Fertilize
525,25.63,72.71,6.99,748,966,669,wheat,Fertilize
737,22.91,44.37,6.44,508,963,454,maize,Fertilize
658,20.54,65.57,6.84,539,752,490,maize,Fertilize
624,28.57,69.84,6.07,425,755,407,rice,Fertilize
552,23.91,71.61,6.8,560,832,655,wheat,Fertilize
467,30.26,59.06,6.75,512,964,644,maize,Fertilize
618,21.0,55.37,6.6,380,920,409,wheat,Fertilize
735,20.72,51.85,6.54,682,961,630,rice,Fertilize
738,20.9,68.2,7.0,649,1017,582,wheat,Fertilize
625,27.45,68.05,6.74,422,922,532,maize,Fertilize
718,27.71,47.67,7.29,544,786,418,maize,Fertilize
533,29.2,48.62,5.88,597,858,713,wheat,Fertilize
548,19.98,57.52,5.94,687,727,738,rice,Fertilize
627,28.93,45.8,6.87,475,844,490,wheat,Fertilize
519,23.74,66.15,7.01,452,893,422,maize,Fertilize
553,23.26,44.85,7.1,550,713,384,rice,Fertilize
620,24.99,62.57,6.64,780,780,705,wheat,Fertilize
622,21.63,56.2,6.84,772,707,435,wheat,Fertilize
608,25.32,51.14,7.34,479,809,588,rice,Fertilize
552,22.23,54.19,7.35,707,918,433,wheat,Fertilize
710,22.86,57.48,6.41,651,833,454,rice,Fertilize
635,27.76,47.29,6.29,529,832,421,rice,Fertilize
687,20.91,53.44,6.38,389,839,647,rice,Fertilize
595,21.84,57.62,6.05,614,736,404,rice,Fertilize
493,23.0,41.75,7.1,795,862,679,wheat,Fertilize
638,22.35,38.33,6.65,813,686,507,wheat,Fertilize
651,24.26,51.65,6.16,610,1023,700,maize,Fertilize
634,23.41,47.02,6.03,525,757,665,rice,Fertilize
525,21.64,64.76,6.97,513,1015,470,maize,Fertilize
615,27.78,64.38,6.81,528,964,796,maize,Fertilize
521,24.2,67.18,6.2,715,1023,636,wheat,Fertilize
684,26.36,67.1,6.96,770,873,484,wheat,Fertilize
632,27.94,66.3,6.26,419,991,563,wheat,Fertilize
646,27.8,50.61,7.5,580,716,599,wheat,Fertilize
623,23.19,69.03,6.86,534,680,433,maize,Fertilize
680,24.51,50.75,6.92,723,942,495,rice,Fertilize
800,23.73,66.77,6.54,564,900,523,maize,Fertilize
802,24.31,64.65,6.19,722,847,460,maize,Fertilize
699,22.2,49.83,6.09,675,731,628,wheat,Fertilize
687,28.75,66.48,6.82,462,837,476,rice,Fertilize
639,24.86,67.16,6.83,514,858,517,maize,Fertilize
603,25.88,63.05,7.29,610,958,638,wheat,Fertilize
723,23.44,46.65,6.57,546,821,528,wheat,Fertilize
624,26.57,62.75,6.93,725,886,428,rice,Fertilize
691,27.57,61.55,5.9,435,854,722,maize,Fertilize
795,28.58,47.9,6.99,708,1022,684,rice,Fertilize
634,27.77,62.54,6.67,597,775,725,rice,Fertilize
641,30.06,46.13,6.85,675,696,465,rice,Fertilize
729,26.98,55.71,6.71,491,782,554,maize,Fertilize
589,22.62,58.1,7.02,729,741,442,wheat,Fertilize
570,20.43,67.31,7.04,459,714,743,rice,Fertilize
628,26.37,57.95,7.37,667,786,506,rice,Fertilize
754,20.29,57.59,5.99,854,766,789,maize,Fertilize
583,22.06,59.65,7.18,550,858,630,maize,Fertilize
763,19.85,83.1,5.44,118,895,659,wheat,Spray Pesticide
619,21.83,64.33,6.71,51,914,656,wheat,Spray Pesticide
839,28.0,56.82,6.14,96,735,864,rice,Spray Pesticide
757,29.9,62.47,6.77,97,780,580,rice,Spray Pesticide
637,24.74,57.15,7.28,181,1023,776,maize,Spray Pesticide
592,15.53,82.95,6.8,135,1023,830,rice,Spray Pesticide
455,17.92,55.64,5.86,190,1023,943,maize,Spray Pesticide
616,20.74,81.92,5.96,225,834,882,rice,Spray Pesticide
769,22.51,56.16,5.77,193,848,817,maize,Spray Pesticide
521,24.39,67.39,7.18,1,745,731,rice,Spray Pesticide
615,26.41,60.38,6.73,122,739,865,rice,Spray Pesticide
632,15.8,51.16,6.98,81,1023,729,rice,Spray Pesticide
580,22.88,79.75,6.05,178,736,816,wheat,Spray Pesticide
796,25.9,56.75,5.97,254,941,602,rice,Spray Pesticide
842,18.63,67.04,6.72,201,833,973,rice,Spray Pesticide
688,18.75,59.58,6.51,237,800,911,wheat,Spray Pesticide
505,18.51,76.98,6.66,44,810,600,wheat,Spray Pesticide
618,24.81,63.8,6.33,118,765,1006,rice,Spray Pesticide
770,27.19,81.4,5.77,28,843,755,maize,Spray Pesticide
750,21.94,72.92,5.68,108,732,930,rice,Spray Pesticide
748,25.54,69.6,6.0,229,803,705,maize,Spray Pesticide
633,17.66,80.76,6.16,228,813,875,rice,Spray Pesticide
776,30.47,67.01,6.51,204,668,609,maize,Spray Pesticide
743,15.62,52.74,6.81,19,1008,909,rice,Spray Pesticide
753,16.8,66.03,5.82,222,817,998,wheat,Spray Pesticide
656,21.41,66.15,6.81,264,902,624,maize,Spray Pesticide
576,28.41,59.47,5.57,172,778,677,rice,Spray Pesticide
698,27.18,72.47,6.55,218,765,710,rice,Spray Pesticide
479,25.65,56.83,5.33,32,949,762,wheat,Spray Pesticide
647,24.0,74.76,5.98,88,682,893,maize,Spray Pesticide
626,21.77,60.5,5.92,31,903,711,maize,Spray Pesticide
526,19.79,67.62,6.82,179,894,890,maize,Spray Pesticide
871,17.81,59.46,6.06,111,751,937,wheat,Spray Pesticide
797,26.57,63.51,5.79,29,816,725,maize,Spray Pesticide
627,21.95,56.62,6.48,302,870,731,maize,Spray Pesticide
800,26.7,50.38,5.95,194,656,668,rice,Spray Pesticide
597,20.3,51.56,6.27,101,722,849,rice,Spray Pesticide
658,18.62,57.55,6.75,128,974,711,wheat,Spray Pesticide
675,23.94,53.44,6.52,214,1023,668,maize,Spray Pesticide
459,25.28,63.87,6.12,75,683,701,rice,Spray Pesticide
582,26.54,70.7,5.74,282,825,1023,wheat,Spray Pesticide
712,25.03,66.05,6.99,257,746,918,maize,Spray Pesticide
754,23.43,84.1,5.93,49,746,745,wheat,Spray Pesticide
544,21.08,72.37,5.53,140,958,949,maize,Spray Pesticide
542,16.83,52.77,7.32,92,1023,703,rice,Spray Pesticide
493,21.0,79.45,6.08,119,938,727,maize,Spray Pesticide
608,14.64,71.87,6.0,190,771,654,maize,Spray Pesticide
627,15.54,63.63,6.29,246,942,810,maize,Spray Pesticide
637,20.81,78.28,6.78,172,992,605,maize,Spray Pesticide
695,15.95,63.62,5.62,137,782,716,wheat,Spray Pesticide
514,18.33,78.95,5.84,187,801,614,maize,Spray Pesticide
640,27.8,74.62,6.43,51,908,739,wheat,Spray Pesticide
640,29.38,65.35,6.69,64,913,791,maize,Spray Pesticide
738,24.27,85.16,6.13,258,888,766,maize,Spray Pesticide
870,15.41,77.87,5.59,153,1023,992,wheat,Spray Pesticide
740,15.74,75.2,6.49,104,708,801,rice,Spray Pesticide
665,30.62,67.58,6.11,230,904,749,rice,Spray Pesticide
577,19.08,53.72,6.81,62,755,710,wheat,Spray Pesticide
540,22.38,83.41,6.51,157,966,826,maize,Spray Pesticide
539,24.06,79.77,5.91,206,988,903,rice,Spray Pesticide
745,23.32,61.51,6.47,136,977,970,maize,Spray Pesticide
729,21.04,53.83,5.69,114,687,916,wheat,Spray Pesticide
771,16.67,86.19,5.71,245,991,959,wheat,Spray Pesticide
649,26.62,74.33,6.43,220,1010,806,rice,Spray Pesticide
746,22.54,58.91,5.84,193,855,848,rice,Spray Pesticide
661,23.55,82.05,6.86,191,852,943,maize,Spray Pesticide
503,17.53,56.03,6.87,260,747,811,rice,Spray Pesticide
711,16.48,74.98,6.18,167,1013,803,wheat,Spray Pesticide
560,25.9,62.79,5.96,111,910,1023,wheat,Spray Pesticide
895,27.99,81.44,6.58,230,988,675,wheat,Spray Pesticide
881,26.43,79.33,6.54,287,680,636,maize,Spray Pesticide
587,18.47,56.86,6.91,4,951,731,rice,Spray Pesticide
599,27.49,57.34,6.07,129,943,691,maize,Spray Pesticide
700,27.0,84.67,6.67,123,854,684,maize,Spray Pesticide
668,16.97,53.91,5.75,70,748,831,rice,Spray Pesticide
592,17.47,79.5,6.62,121,781,771,wheat,Spray Pesticide
